Table 1
Day,Stage,DLI Target (mol/m²/d),Temp Target (°C),Blue (%),Green (%),Red (%),Far-Red (%),PPFD Target (µmol/m²/s),VPD Target (kPa),Max Humidity (%),EC Target (dS/m),pH Target,Veg,Fruit
50.17,Fruiting,31.93,26,18.51,7.89,65,8.6,492.72,1.3,65,3.06,6.1,0,1
50.68,Fruiting,32.14,26,18.33,8,65,8.67,496.03,1.3,65,3.09,6.1,0,1
51.2,Fruiting,32.36,26,18.14,8.12,65,8.74,499.34,1.31,65,3.11,6.1,0,1
51.72,Fruiting,32.57,26,17.96,8.22,65,8.82,502.65,1.31,65,3.14,6.1,0,1
52.24,Fruiting,32.79,26,17.77,8.34,65,8.89,505.95,1.32,65,3.17,6.1,0,1
52.75,Fruiting,33,26,17.59,8.45,65,8.96,509.26,1.32,65,3.2,6.1,0,1
53.27,Fruiting,33.21,26,17.4,8.56,65,9.04,512.57,1.33,65,3.23,6.1,0,1
53.79,Fruiting,33.43,26,17.22,8.67,65,9.11,515.87,1.34,65,3.26,6.1,0,1
54.31,Fruiting,33.64,26,17.03,8.78,65,9.19,519.18,1.34,65,3.29,6.1,0,1
54.82,Fruiting,33.86,26,16.75,9.41,64.63,9.21,522.49,1.35,65,3.31,6.1,0,1
55.34,Fruiting,34.07,26,16.5,9.9,64.36,9.24,525.79,1.35,65,3.34,6.1,0,1
55.86,Fruiting,34.29,26,16.33,9.91,64.43,9.33,529.1,1.36,65,3.37,6.1,0,1
56.38,Fruiting,34.5,26,16.17,9.92,64.5,9.41,532.41,1.36,65,3.4,6.1,0,1
56.89,Fruiting,34.71,26,16,9.93,64.57,9.5,535.71,1.37,65,3.43,6.1,0,1
57.41,Fruiting,34.93,26,15.83,9.95,64.64,9.58,539.02,1.37,65,3.46,6.1,0,1
57.93,Fruiting,35.14,26,15.67,9.95,64.72,9.66,542.33,1.38,65,3.49,6.1,0,1
58.45,Fruiting,35.36,26,15.5,9.96,64.79,9.75,545.63,1.38,65,3.51,6.1,0,1
58.96,Fruiting,35.57,26,15.34,9.97,64.86,9.83,548.94,1.39,65,3.54,6.1,0,1
59.48,Fruiting,35.79,26,15.16,9.99,64.93,9.92,552.25,1.39,65,3.57,6.1,0,1
60,Fruiting,36,26,15,10,65,10,555.56,1.4,65,3.6,6.1,0,1
