Table 1
Day,Stage,DLI Target (mol/m²/d),Temp Target (°C),Blue (%),Green (%),Red (%),Far-Red (%),PPFD Target (µmol/m²/s),VPD Target (kPa),Max Humidity (%),EC Target (dS/m),pH Target,Veg,Fruit
27.53,Vegetative,15.76,20,25.18,15,54.82,5,273.69,1.04,65,1.78,5.8,1,0
27.93,Vegetative,15.88,20,25.03,15,54.97,5,275.74,1.05,65,1.79,5.8,1,0
28.32,Vegetative,16,20,25,15,55,5,277.78,1.05,65,1.8,5.8,1,0
28.72,Flowering,14,20,25,15,55,5,243.06,1,65,1.6,5.8,0,1
29.11,Flowering,14.06,20,24.96,15,55,5.04,244.08,1,65,1.61,5.8,0,1
29.51,Flowering,14.12,20,24.8,15,55,5.2,245.1,1,65,1.61,5.8,0,1
29.91,Flowering,14.18,20,24.65,15,55,5.35,246.12,1,65,1.62,5.8,0,1
30.3,Flowering,14.24,20,24.5,15,55,5.5,247.14,1.01,65,1.62,5.8,0,1
30.7,Flowering,14.29,20,24.35,15,55,5.65,248.16,1.01,65,1.63,5.8,0,1
31.09,Flowering,14.35,20,24.19,15,55,5.81,249.18,1.01,65,1.64,5.8,0,1
31.49,Flowering,14.41,20,24.04,15,55,5.96,250.2,1.01,65,1.64,5.8,0,1
31.89,Flowering,14.47,20,23.89,15,55,6.11,251.23,1.01,65,1.65,5.8,0,1
32.28,Flowering,14.53,20,23.74,15,55,6.26,252.25,1.01,65,1.65,5.8,0,1
32.68,Flowering,14.59,20,23.59,15,55,6.41,253.27,1.01,65,1.66,5.8,0,1
33.07,Flowering,14.65,20,23.43,15,55,6.57,254.29,1.02,65,1.66,5.8,0,1
33.47,Flowering,14.71,20,23.28,15,55,6.72,255.31,1.02,65,1.67,5.8,0,1
33.87,Flowering,14.76,20,23.13,15,55,6.87,256.33,1.02,65,1.68,5.8,0,1
34.26,Flowering,14.82,20,22.98,15,55,7.02,257.35,1.02,65,1.68,5.8,0,1
34.66,Flowering,14.88,20,22.82,15,55,7.18,258.37,1.02,65,1.69,5.8,0,1
35.05,Flowering,14.94,20,22.67,15,55,7.33,259.4,1.02,65,1.69,5.8,0,1
35.45,Flowering,15,20,22.52,15,55,7.48,260.42,1.02,65,1.7,5.8,0,1
35.85,Flowering,15.06,20,22.37,15,55,7.63,261.44,1.03,65,1.71,5.8,0,1
36.24,Flowering,15.12,20,22.21,15,55,7.79,262.46,1.03,65,1.71,5.8,0,1
36.64,Flowering,15.18,20,22.06,15,55,7.94,263.48,1.03,65,1.72,5.8,0,1
37.03,Flowering,15.24,20,21.91,15,55,8.09,264.5,1.03,65,1.72,5.8,0,1
37.43,Flowering,15.29,20,21.76,15,55,8.24,265.52,1.03,65,1.73,5.8,0,1
37.83,Flowering,15.35,20,21.61,15,55,8.39,266.54,1.03,65,1.74,5.8,0,1
38.22,Flowering,15.41,20,21.45,15,55,8.55,267.57,1.04,65,1.74,5.8,0,1
38.62,Flowering,15.47,20,21.3,15,55,8.7,268.59,1.04,65,1.75,5.8,0,1
39.01,Flowering,15.53,20,21.15,15,55,8.85,269.61,1.04,65,1.75,5.8,0,1
39.41,Flowering,15.59,20,21,15,55,9,270.63,1.04,65,1.76,5.8,0,1
39.81,Flowering,15.65,20,20.84,15,55,9.16,271.65,1.04,65,1.76,5.8,0,1
40.2,Flowering,15.71,20,20.69,15,55,9.31,272.67,1.04,65,1.77,5.8,0,1
40.6,Flowering,15.76,20,20.54,15,55,9.46,273.69,1.04,65,1.78,5.8,0,1
40.99,Flowering,15.82,20,20.39,15,55,9.61,274.71,1.05,65,1.78,5.8,0,1
41.39,Flowering,15.88,20,20.23,15,55,9.77,275.74,1.05,65,1.79,5.8,0,1
41.79,Flowering,15.94,20,20.08,15,55,9.92,276.76,1.05,65,1.79,5.8,0,1
42.18,Flowering,16,20,20,15,55,10,277.78,1.05,65,1.8,5.8,0,1
42.58,Fruiting,14,20,20,15,55,10,243.06,1,65,1.6,5.8,0,1
42.97,Fruiting,14.05,20,20,15,55,10,243.84,1,65,1.6,5.8,0,1
43.37,Fruiting,14.09,20,19.89,15,55,10.11,244.63,1,65,1.61,5.8,0,1
43.77,Fruiting,14.14,20,19.77,15,55,10.23,245.42,1,65,1.61,5.8,0,1
44.16,Fruiting,14.18,20,19.66,15,55,10.34,246.21,1,65,1.62,5.8,0,1
44.56,Fruiting,14.23,20,19.54,15,55,10.46,247,1.01,65,1.62,5.8,0,1
44.95,Fruiting,14.27,20,19.43,15,55,10.57,247.79,1.01,65,1.63,5.8,0,1
45.35,Fruiting,14.32,20,19.31,15,55,10.69,248.58,1.01,65,1.63,5.8,0,1
45.74,Fruiting,14.36,20,19.19,15,55,10.81,249.37,1.01,65,1.64,5.8,0,1
46.14,Fruiting,14.41,20,19.08,15,55,10.92,250.16,1.01,65,1.64,5.8,0,1
46.54,Fruiting,14.45,20,18.96,15,55,11.04,250.95,1.01,65,1.65,5.8,0,1
46.93,Fruiting,14.5,20,18.84,15,55,11.16,251.74,1.01,65,1.65,5.8,0,1
47.33,Fruiting,14.55,20,18.73,15,55,11.27,252.53,1.01,65,1.65,5.8,0,1
47.72,Fruiting,14.59,20,18.61,15,55,11.39,253.31,1.01,65,1.66,5.8,0,1
48.12,Fruiting,14.64,20,18.49,15,55,11.51,254.1,1.02,65,1.66,5.8,0,1
48.52,Fruiting,14.68,20,18.38,15,55,11.62,254.89,1.02,65,1.67,5.8,0,1
48.91,Fruiting,14.73,20,18.26,15,55,11.74,255.68,1.02,65,1.67,5.8,0,1
49.31,Fruiting,14.77,20,18.14,15,55,11.86,256.47,1.02,65,1.68,5.8,0,1
49.7,Fruiting,14.82,20,18.03,15,55,11.97,257.26,1.02,65,1.68,5.8,0,1
50.1,Fruiting,14.86,20,17.91,15,55,12.09,258.05,1.02,65,1.69,5.8,0,1
50.5,Fruiting,14.91,20,17.8,15,55,12.2,258.84,1.02,65,1.69,5.8,0,1
50.89,Fruiting,14.95,20,17.68,15,55,12.32,259.63,1.02,65,1.7,5.8,0,1
51.29,Fruiting,15,20,17.56,15,55,12.44,260.42,1.02,65,1.7,5.8,0,1
51.68,Fruiting,15.05,20,17.45,15,55,12.55,261.21,1.03,65,1.7,5.8,0,1
52.08,Fruiting,15.09,20,17.33,15,55,12.67,261.99,1.03,65,1.71,5.8,0,1
52.48,Fruiting,15.14,20,17.21,15,55,12.79,262.78,1.03,65,1.71,5.8,0,1
52.87,Fruiting,15.18,20,17.1,15,55,12.9,263.57,1.03,65,1.72,5.8,0,1
53.27,Fruiting,15.23,20,16.98,15,55,13.02,264.36,1.03,65,1.72,5.8,0,1
53.66,Fruiting,15.27,20,16.86,15,55,13.14,265.15,1.03,65,1.73,5.8,0,1
54.06,Fruiting,15.32,20,16.75,15,55,13.25,265.94,1.03,65,1.73,5.8,0,1
54.46,Fruiting,15.36,20,16.63,15,55,13.37,266.73,1.03,65,1.74,5.8,0,1
54.85,Fruiting,15.41,20,16.51,15,55,13.49,267.52,1.04,65,1.74,5.8,0,1
55.25,Fruiting,15.45,20,16.4,15,55,13.6,268.31,1.04,65,1.75,5.8,0,1
55.64,Fruiting,15.5,20,16.28,15,55,13.72,269.1,1.04,65,1.75,5.8,0,1
56.04,Fruiting,15.55,20,16.16,15,55,13.84,269.89,1.04,65,1.75,5.8,0,1
56.44,Fruiting,15.59,20,16.05,15,55,13.95,270.68,1.04,65,1.76,5.8,0,1
56.83,Fruiting,15.64,20,15.93,15,55,14.07,271.46,1.04,65,1.76,5.8,0,1
57.23,Fruiting,15.68,20,15.82,15,55,14.18,272.25,1.04,65,1.77,5.8,0,1
57.62,Fruiting,15.73,20,15.7,15,55,14.3,273.04,1.04,65,1.77,5.8,0,1
58.02,Fruiting,15.77,20,15.58,15,55,14.42,273.83,1.04,65,1.78,5.8,0,1
58.42,Fruiting,15.82,20,15.47,15,55,14.53,274.62,1.05,65,1.78,5.8,0,1
58.81,Fruiting,15.86,20,15.35,15,55,14.65,275.41,1.05,65,1.79,5.8,0,1
59.21,Fruiting,15.91,20,15.23,15,55,14.77,276.2,1.05,65,1.79,5.8,0,1
59.6,Fruiting,15.95,20,15.12,15,55,14.88,276.99,1.05,65,1.8,5.8,0,1
60,Fruiting,16,20,15,15,55,15,277.78,1.05,65,1.8,5.8,0,1
