Table 1
Day,Stage,DLI Target (mol/m²/d),Temp Target (°C),Blue (%),Green (%),Red (%),Far-Red (%),PPFD Target (µmol/m²/s),VPD Target (kPa),Max Humidity (%),EC Target (dS/m),pH Target,Veg,Fruit
40.02,Flowering,15.27,20,21.78,7.71,63.22,7.29,265.05,1.03,65,1.73,5.8,0,1
40.49,Flowering,15.33,20,21.61,7.64,63.39,7.36,266.2,1.03,65,1.73,5.8,0,1
40.97,Flowering,15.4,20,21.44,7.58,63.56,7.42,267.36,1.04,65,1.74,5.8,0,1
41.44,Flowering,15.47,20,21.27,7.51,63.73,7.49,268.52,1.04,65,1.75,5.8,0,1
41.92,Flowering,15.53,20,21.1,7.44,63.9,7.56,269.68,1.04,65,1.75,5.8,0,1
42.4,Flowering,15.6,20,20.93,7.37,64.07,7.63,270.83,1.04,65,1.76,5.8,0,1
42.87,Flowering,15.67,20,20.76,7.3,64.24,7.7,271.99,1.04,65,1.77,5.8,0,1
43.35,Flowering,15.73,20,20.59,7.24,64.41,7.76,273.15,1.04,65,1.77,5.8,0,1
43.82,Flowering,15.8,20,20.42,7.17,64.58,7.83,274.31,1.04,65,1.78,5.8,0,1
44.3,Flowering,15.87,20,20.25,7.1,64.75,7.9,275.46,1.05,65,1.79,5.8,0,1
44.77,Flowering,15.93,20,20.08,7.03,64.92,7.97,276.62,1.05,65,1.79,5.8,0,1
45.25,Flowering,16,20,20,7,65,8,277.78,1.05,65,1.8,5.8,0,1
45.73,Fruiting,14,20,20,7,65,8,243.06,1,65,1.6,5.8,0,1
46.2,Fruiting,14.07,20,19.93,7.04,65,8.03,244.21,1,65,1.61,5.8,0,1
46.68,Fruiting,14.13,20,19.76,7.14,65,8.1,245.37,1,65,1.61,5.8,0,1
47.15,Fruiting,14.2,20,19.59,7.25,65,8.16,246.53,1,65,1.62,5.8,0,1
47.63,Fruiting,14.27,20,19.42,7.35,65,8.23,247.69,1.01,65,1.63,5.8,0,1
48.1,Fruiting,14.33,20,19.25,7.45,65,8.3,248.84,1.01,65,1.63,5.8,0,1
48.58,Fruiting,14.4,20,19.08,7.55,65,8.37,250,1.01,65,1.64,5.8,0,1
49.06,Fruiting,14.47,20,18.91,7.65,65,8.44,251.16,1.01,65,1.65,5.8,0,1
49.53,Fruiting,14.53,20,18.74,7.76,65,8.5,252.31,1.01,65,1.65,5.8,0,1
50.01,Fruiting,14.6,20,18.57,7.86,65,8.57,253.47,1.02,65,1.66,5.8,0,1
50.48,Fruiting,14.67,20,18.4,7.96,65,8.64,254.63,1.02,65,1.67,5.8,0,1
50.96,Fruiting,14.73,20,18.23,8.06,65,8.71,255.79,1.02,65,1.67,5.8,0,1
51.44,Fruiting,14.8,20,18.06,8.16,65,8.78,256.94,1.02,65,1.68,5.8,0,1
51.91,Fruiting,14.87,20,17.89,8.27,65,8.84,258.1,1.02,65,1.69,5.8,0,1
52.39,Fruiting,14.93,20,17.72,8.37,65,8.91,259.26,1.02,65,1.69,5.8,0,1
52.86,Fruiting,15,20,17.55,8.47,65,8.98,260.42,1.02,65,1.7,5.8,0,1
53.34,Fruiting,15.07,20,17.38,8.57,65,9.05,261.57,1.03,65,1.71,5.8,0,1
53.81,Fruiting,15.13,20,17.21,8.67,65,9.12,262.73,1.03,65,1.71,5.8,0,1
54.29,Fruiting,15.2,20,17.04,8.78,65,9.18,263.89,1.03,65,1.72,5.8,0,1
54.77,Fruiting,15.27,20,16.8,9.26,64.73,9.21,265.05,1.03,65,1.73,5.8,0,1
55.24,Fruiting,15.33,20,16.53,9.9,64.34,9.23,266.2,1.03,65,1.73,5.8,0,1
55.72,Fruiting,15.4,20,16.38,9.91,64.41,9.3,267.36,1.04,65,1.74,5.8,0,1
56.19,Fruiting,15.47,20,16.23,9.92,64.47,9.38,268.52,1.04,65,1.75,5.8,0,1
56.67,Fruiting,15.53,20,16.08,9.93,64.54,9.45,269.68,1.04,65,1.75,5.8,0,1
57.15,Fruiting,15.6,20,15.92,9.94,64.61,9.53,270.83,1.04,65,1.76,5.8,0,1
57.62,Fruiting,15.67,20,15.77,9.95,64.67,9.61,271.99,1.04,65,1.77,5.8,0,1
58.1,Fruiting,15.73,20,15.62,9.96,64.73,9.69,273.15,1.04,65,1.77,5.8,0,1
58.57,Fruiting,15.8,20,15.46,9.97,64.8,9.77,274.31,1.04,65,1.78,5.8,0,1
59.05,Fruiting,15.87,20,15.31,9.98,64.87,9.84,275.46,1.05,65,1.79,5.8,0,1
59.52,Fruiting,15.93,20,15.15,9.99,64.94,9.92,276.62,1.05,65,1.79,5.8,0,1
60,Fruiting,16,20,15,10,65,10,277.78,1.05,65,1.8,5.8,0,1
