Table 1
Day,Stage,DLI Target (mol/m²/d),Temp Target (°C),Blue (%),Green (%),Red (%),Far-Red (%),PPFD Target (µmol/m²/s),VPD Target (kPa),Max Humidity (%),EC Target (dS/m),pH Target,Veg,Fruit
110,Fruiting,23.18,20,19.66,15,55,10.34,402.46,1.11,65,0.92,5.8,0,1
111,Fruiting,23.23,20,19.54,15,55,10.46,403.25,1.11,65,0.92,5.8,0,1
112,Fruiting,23.27,20,19.43,15,55,10.57,404.04,1.11,65,0.93,5.8,0,1
113,Fruiting,23.32,20,19.31,15,55,10.69,404.83,1.12,65,0.93,5.8,0,1
114,Fruiting,23.36,20,19.19,15,55,10.81,405.62,1.12,65,0.94,5.8,0,1
115,Fruiting,23.41,20,19.08,15,55,10.92,406.41,1.12,65,0.94,5.8,0,1
116,Fruiting,23.45,20,18.96,15,55,11.04,407.2,1.12,65,0.95,5.8,0,1
117,Fruiting,23.5,20,18.84,15,55,11.16,407.99,1.12,65,0.95,5.8,0,1
118,Fruiting,23.55,20,18.73,15,55,11.27,408.78,1.13,65,0.95,5.8,0,1
119,Fruiting,23.59,20,18.61,15,55,11.39,409.56,1.13,65,0.96,5.8,0,1
120,Fruiting,23.64,20,18.49,15,55,11.51,410.35,1.13,65,0.96,5.8,0,1
121,Fruiting,23.68,20,18.38,15,55,11.62,411.14,1.13,65,0.97,5.8,0,1
122,Fruiting,23.73,20,18.26,15,55,11.74,411.93,1.14,65,0.97,5.8,0,1
123,Fruiting,23.77,20,18.14,15,55,11.86,412.72,1.14,65,0.98,5.8,0,1
124,Fruiting,23.82,20,18.03,15,55,11.97,413.51,1.14,65,0.98,5.8,0,1
125,Fruiting,23.86,20,17.91,15,55,12.09,414.3,1.14,65,0.99,5.8,0,1
126,Fruiting,23.91,20,17.8,15,55,12.2,415.09,1.15,65,0.99,5.8,0,1
127,Fruiting,23.95,20,17.68,15,55,12.32,415.88,1.15,65,1,5.8,0,1
128,Fruiting,24,20,17.56,15,55,12.44,416.67,1.15,65,1,5.8,0,1
129,Fruiting,24.05,20,17.45,15,55,12.55,417.46,1.15,65,1,5.8,0,1
130,Fruiting,24.09,20,17.33,15,55,12.67,418.24,1.15,65,1.01,5.8,0,1
131,Fruiting,24.14,20,17.21,15,55,12.79,419.03,1.16,65,1.01,5.8,0,1
132,Fruiting,24.18,20,17.1,15,55,12.9,419.82,1.16,65,1.02,5.8,0,1
133,Fruiting,24.23,20,16.98,15,55,13.02,420.61,1.16,65,1.02,5.8,0,1
134,Fruiting,24.27,20,16.86,15,55,13.14,421.4,1.16,65,1.03,5.8,0,1
135,Fruiting,24.32,20,16.75,15,55,13.25,422.19,1.17,65,1.03,5.8,0,1
136,Fruiting,24.36,20,16.63,15,55,13.37,422.98,1.17,65,1.04,5.8,0,1
137,Fruiting,24.41,20,16.51,15,55,13.49,423.77,1.17,65,1.04,5.8,0,1
138,Fruiting,24.45,20,16.4,15,55,13.6,424.56,1.17,65,1.05,5.8,0,1
139,Fruiting,24.5,20,16.28,15,55,13.72,425.35,1.18,65,1.05,5.8,0,1
140,Fruiting,24.55,20,16.16,15,55,13.84,426.14,1.18,65,1.05,5.8,0,1
141,Fruiting,24.59,20,16.05,15,55,13.95,426.93,1.18,65,1.06,5.8,0,1
142,Fruiting,24.64,20,15.93,15,55,14.07,427.71,1.18,65,1.06,5.8,0,1
143,Fruiting,24.68,20,15.82,15,55,14.18,428.5,1.18,65,1.07,5.8,0,1
144,Fruiting,24.73,20,15.7,15,55,14.3,429.29,1.19,65,1.07,5.8,0,1
145,Fruiting,24.77,20,15.58,15,55,14.42,430.08,1.19,65,1.08,5.8,0,1
146,Fruiting,24.82,20,15.47,15,55,14.53,430.87,1.19,65,1.08,5.8,0,1
147,Fruiting,24.86,20,15.35,15,55,14.65,431.66,1.19,65,1.09,5.8,0,1
148,Fruiting,24.91,20,15.23,15,55,14.77,432.45,1.2,65,1.09,5.8,0,1
149,Fruiting,24.95,20,15.12,15,55,14.88,433.24,1.2,65,1.1,5.8,0,1
150,Fruiting,25,20,15,15,55,15,434.03,1.2,65,1.1,5.8,0,1
