Table 1
Day,Stage,DLI Target (mol/m²/d),Temp Target (°C),Blue (%),Green (%),Red (%),Far-Red (%),PPFD Target (µmol/m²/s),VPD Target (kPa),Max Humidity (%),EC Target (dS/m),pH Target,Veg,Fruit
13.85,Seedling,13.86,26,30,10,55,5,213.84,1.15,65,1.59,6.1,1,0
14.32,Seedling,14,26,30,10,55,5,216.05,1.15,65,1.6,6.1,1,0
14.8,Vegetative,18,26,30,10,55,5,277.78,1.15,65,2,6.1,1,0
15.27,Vegetative,18.24,26,29.91,9.98,55.09,5.02,281.52,1.15,65,2.02,6.1,1,0
15.75,Vegetative,18.48,26,29.75,9.95,55.25,5.05,285.26,1.16,65,2.04,6.1,1,0
16.23,Vegetative,18.73,26,29.59,9.92,55.41,5.08,289,1.16,65,2.05,6.1,1,0
16.7,Vegetative,18.97,26,29.43,9.89,55.57,5.11,292.74,1.16,65,2.07,6.1,1,0
17.18,Vegetative,19.21,26,29.27,9.85,55.73,5.15,296.48,1.17,65,2.09,6.1,1,0
17.65,Vegetative,19.45,26,29.12,9.82,55.88,5.18,300.22,1.17,65,2.11,6.1,1,0
18.13,Vegetative,19.7,26,28.96,9.79,56.04,5.21,303.97,1.17,65,2.13,6.1,1,0
18.6,Vegetative,19.94,26,28.8,9.76,56.2,5.24,307.71,1.17,65,2.15,6.1,1,0
19.08,Vegetative,20.18,26,28.64,9.73,56.36,5.27,311.45,1.18,65,2.16,6.1,1,0
19.56,Vegetative,20.42,26,28.48,9.7,56.52,5.3,315.19,1.18,65,2.18,6.1,1,0
20.03,Vegetative,20.67,26,28.32,9.66,56.68,5.34,318.93,1.18,65,2.2,6.1,1,0
20.51,Vegetative,20.91,26,28.16,9.63,56.84,5.37,322.67,1.19,65,2.22,6.1,1,0
20.98,Vegetative,21.15,26,28.01,9.6,56.99,5.4,326.41,1.19,65,2.24,6.1,1,0
21.46,Vegetative,21.39,26,27.85,9.57,57.15,5.43,330.15,1.19,65,2.25,6.1,1,0
21.94,Vegetative,21.64,26,27.69,9.54,57.31,5.46,333.89,1.2,65,2.27,6.1,1,0
22.41,Vegetative,21.88,26,27.53,9.51,57.47,5.49,337.64,1.2,65,2.29,6.1,1,0
22.89,Vegetative,22.12,26,27.37,9.47,57.63,5.53,341.38,1.2,65,2.31,6.1,1,0
23.36,Vegetative,22.36,26,27.21,9.44,57.79,5.56,345.12,1.2,65,2.33,6.1,1,0
23.84,Vegetative,22.61,26,27.05,9.41,57.95,5.59,348.86,1.21,65,2.35,6.1,1,0
24.31,Vegetative,22.85,26,26.9,9.38,58.1,5.62,352.6,1.21,65,2.36,6.1,1,0
24.79,Vegetative,23.09,26,26.74,9.35,58.26,5.65,356.34,1.21,65,2.38,6.1,1,0
25.27,Vegetative,23.33,26,26.58,9.32,58.42,5.68,360.08,1.22,65,2.4,6.1,1,0
25.74,Vegetative,23.58,26,26.42,9.28,58.58,5.72,363.82,1.22,65,2.42,6.1,1,0
26.22,Vegetative,23.82,26,26.26,9.25,58.74,5.75,367.56,1.22,65,2.44,6.1,1,0
26.69,Vegetative,24.06,26,26.1,9.22,58.9,5.78,371.31,1.23,65,2.45,6.1,1,0
27.17,Vegetative,24.3,26,25.94,9.19,59.06,5.81,375.05,1.23,65,2.47,6.1,1,0
27.65,Vegetative,24.55,26,25.78,9.16,59.22,5.84,378.79,1.23,65,2.49,6.1,1,0
28.12,Vegetative,24.79,26,25.63,9.13,59.37,5.87,382.53,1.23,65,2.51,6.1,1,0
28.6,Vegetative,25.03,26,25.47,9.09,59.53,5.91,386.27,1.24,65,2.53,6.1,1,0
29.07,Vegetative,25.27,26,25.31,9.06,59.69,5.94,390.01,1.24,65,2.55,6.1,1,0
29.55,Vegetative,25.52,26,25.15,9.03,59.85,5.97,393.75,1.24,65,2.56,6.1,1,0
30.02,Vegetative,25.76,26,25,9,60,6,397.49,1.25,65,2.58,6.1,1,0
30.5,Vegetative,26,26,25,9,60,6,401.23,1.25,65,2.6,6.1,1,0
30.98,Flowering,26,26,25,9,60,6,401.23,1.2,65,2.6,6.1,0,1
31.45,Flowering,26.2,26,24.84,8.94,60.16,6.06,404.32,1.21,65,2.62,6.1,0,1
31.93,Flowering,26.4,26,24.67,8.87,60.33,6.13,407.41,1.21,65,2.64,6.1,0,1
32.4,Flowering,26.6,26,24.5,8.8,60.5,6.2,410.49,1.21,65,2.66,6.1,0,1
32.88,Flowering,26.8,26,24.33,8.73,60.67,6.27,413.58,1.22,65,2.68,6.1,0,1
33.35,Flowering,27,26,24.16,8.66,60.84,6.34,416.67,1.23,65,2.7,6.1,0,1
33.83,Flowering,27.2,26,23.99,8.6,61.01,6.4,419.75,1.23,65,2.72,6.1,0,1
34.31,Flowering,27.4,26,23.82,8.53,61.18,6.47,422.84,1.23,65,2.74,6.1,0,1
34.78,Flowering,27.6,26,23.65,8.46,61.35,6.54,425.93,1.24,65,2.76,6.1,0,1
35.26,Flowering,27.8,26,23.48,8.39,61.52,6.61,429.01,1.25,65,2.78,6.1,0,1
35.73,Flowering,28,26,23.31,8.32,61.69,6.68,432.1,1.25,65,2.8,6.1,0,1
36.21,Flowering,28.2,26,23.14,8.26,61.86,6.74,435.19,1.25,65,2.82,6.1,0,1
36.69,Flowering,28.4,26,22.97,8.19,62.03,6.81,438.27,1.26,65,2.84,6.1,0,1
37.16,Flowering,28.6,26,22.8,8.12,62.2,6.88,441.36,1.27,65,2.86,6.1,0,1
37.64,Flowering,28.8,26,22.63,8.05,62.37,6.95,444.44,1.27,65,2.88,6.1,0,1
38.11,Flowering,29,26,22.46,7.98,62.54,7.02,447.53,1.27,65,2.9,6.1,0,1
38.59,Flowering,29.2,26,22.29,7.92,62.71,7.08,450.62,1.28,65,2.92,6.1,0,1
39.06,Flowering,29.4,26,22.12,7.85,62.88,7.15,453.7,1.29,65,2.94,6.1,0,1
39.54,Flowering,29.6,26,21.95,7.78,63.05,7.22,456.79,1.29,65,2.96,6.1,0,1
40.02,Flowering,29.8,26,21.78,7.71,63.22,7.29,459.88,1.29,65,2.98,6.1,0,1
40.49,Flowering,30,26,21.61,7.64,63.39,7.36,462.96,1.3,65,3,6.1,0,1
40.97,Flowering,30.2,26,21.44,7.58,63.56,7.42,466.05,1.31,65,3.02,6.1,0,1
41.44,Flowering,30.4,26,21.27,7.51,63.73,7.49,469.14,1.31,65,3.04,6.1,0,1
41.92,Flowering,30.6,26,21.1,7.44,63.9,7.56,472.22,1.32,65,3.06,6.1,0,1
42.4,Flowering,30.8,26,20.93,7.37,64.07,7.63,475.31,1.32,65,3.08,6.1,0,1
42.87,Flowering,31,26,20.76,7.3,64.24,7.7,478.4,1.33,65,3.1,6.1,0,1
43.35,Flowering,31.2,26,20.59,7.24,64.41,7.76,481.48,1.33,65,3.12,6.1,0,1
43.82,Flowering,31.4,26,20.42,7.17,64.58,7.83,484.57,1.33,65,3.14,6.1,0,1
44.3,Flowering,31.6,26,20.25,7.1,64.75,7.9,487.65,1.34,65,3.16,6.1,0,1
44.77,Flowering,31.8,26,20.08,7.03,64.92,7.97,490.74,1.35,65,3.18,6.1,0,1
45.25,Flowering,32,26,20,7,65,8,493.83,1.35,65,3.2,6.1,0,1
45.73,Fruiting,30,26,20,7,65,8,462.96,1.25,65,2.8,6.1,0,1
46.2,Fruiting,30.2,26,19.93,7.04,65,8.03,466.05,1.25,65,2.83,6.1,0,1
46.68,Fruiting,30.4,26,19.76,7.14,65,8.1,469.14,1.26,65,2.85,6.1,0,1
47.15,Fruiting,30.6,26,19.59,7.25,65,8.16,472.22,1.26,65,2.88,6.1,0,1
47.63,Fruiting,30.8,26,19.42,7.35,65,8.23,475.31,1.27,65,2.91,6.1,0,1
48.1,Fruiting,31,26,19.25,7.45,65,8.3,478.4,1.27,65,2.93,6.1,0,1
48.58,Fruiting,31.2,26,19.08,7.55,65,8.37,481.48,1.28,65,2.96,6.1,0,1
49.06,Fruiting,31.4,26,18.91,7.65,65,8.44,484.57,1.28,65,2.99,6.1,0,1
49.53,Fruiting,31.6,26,18.74,7.76,65,8.5,487.65,1.29,65,3.01,6.1,0,1
50.01,Fruiting,31.8,26,18.57,7.86,65,8.57,490.74,1.29,65,3.04,6.1,0,1
50.48,Fruiting,32,26,18.4,7.96,65,8.64,493.83,1.3,65,3.07,6.1,0,1
50.96,Fruiting,32.2,26,18.23,8.06,65,8.71,496.91,1.3,65,3.09,6.1,0,1
51.44,Fruiting,32.4,26,18.06,8.16,65,8.78,500,1.31,65,3.12,6.1,0,1
51.91,Fruiting,32.6,26,17.89,8.27,65,8.84,503.09,1.31,65,3.15,6.1,0,1
52.39,Fruiting,32.8,26,17.72,8.37,65,8.91,506.17,1.32,65,3.17,6.1,0,1
52.86,Fruiting,33,26,17.55,8.47,65,8.98,509.26,1.32,65,3.2,6.1,0,1
53.34,Fruiting,33.2,26,17.38,8.57,65,9.05,512.35,1.33,65,3.23,6.1,0,1
53.81,Fruiting,33.4,26,17.21,8.67,65,9.12,515.43,1.33,65,3.25,6.1,0,1
54.29,Fruiting,33.6,26,17.04,8.78,65,9.18,518.52,1.34,65,3.28,6.1,0,1
54.77,Fruiting,33.8,26,16.8,9.26,64.73,9.21,521.6,1.34,65,3.31,6.1,0,1
55.24,Fruiting,34,26,16.53,9.9,64.34,9.23,524.69,1.35,65,3.33,6.1,0,1
55.72,Fruiting,34.2,26,16.38,9.91,64.41,9.3,527.78,1.35,65,3.36,6.1,0,1
56.19,Fruiting,34.4,26,16.23,9.92,64.47,9.38,530.86,1.36,65,3.39,6.1,0,1
56.67,Fruiting,34.6,26,16.08,9.93,64.54,9.45,533.95,1.36,65,3.41,6.1,0,1
57.15,Fruiting,34.8,26,15.92,9.94,64.61,9.53,537.04,1.37,65,3.44,6.1,0,1
57.62,Fruiting,35,26,15.77,9.95,64.67,9.61,540.12,1.38,65,3.47,6.1,0,1
58.1,Fruiting,35.2,26,15.62,9.96,64.73,9.69,543.21,1.38,65,3.49,6.1,0,1
58.57,Fruiting,35.4,26,15.46,9.97,64.8,9.77,546.3,1.39,65,3.52,6.1,0,1
59.05,Fruiting,35.6,26,15.31,9.98,64.87,9.84,549.38,1.39,65,3.55,6.1,0,1
59.52,Fruiting,35.8,26,15.15,9.99,64.94,9.92,552.47,1.4,65,3.57,6.1,0,1
60,Fruiting,36,26,15,10,65,10,555.56,1.4,65,3.6,6.1,0,1
